Sharpe Ratio,CAGR,Max Drawdown,Calmar Ratio,Return,Volatility,Sortino Ratio,Profit Factor,Exposures,Avg Turnover
0.42,0.095,-0.55,0.17,0.22,0.35,0.58,1.02,0.75,0.15
