Sharpe Ratio,CAGR,Max Drawdown,Calmar Ratio,Return,Volatility,Sortino Ratio,Profit Factor,Exposures,Avg Turnover
0.51,0.125,-0.38,0.33,0.28,0.22,0.71,1.06,0.85,0.12
