Sharpe Ratio,CAGR,Max Drawdown,Calmar Ratio,Return,Volatility,Sortino Ratio,Profit Factor,Exposures,Avg Turnover
0.61,0.152,-0.4,0.38,0.35,0.26,0.88,1.07,0.88,0.09
