Sharpe Ratio,CAGR,Max Drawdown,Calmar Ratio,Return,Volatility,Sortino Ratio,Profit Factor,Exposures,Avg Turnover
0.65,0.185,-0.42,0.44,0.42,0.28,0.92,1.08,0.92,0.08
