Sharpe Ratio,CAGR,Max Drawdown,Calmar Ratio,Return,Volatility,Sortino Ratio,Profit Factor,Exposures,Avg Turnover
0.58,0.165,-0.48,0.34,0.38,0.31,0.82,1.05,0.9,0.1
