regime,days,return,sharpe,win_rate
bull,352,3.310799429706739,2.7496165867235955,0.5454545454545454
sideways,245,-0.576225787167647,-2.0193727361197147,0.5061224489795918
bear,134,-0.49894832337327333,-3.0710467271673547,0.3582089552238806
