regime,days,return,sharpe,win_rate
bull,352,1.3157286442518306,2.30340122194444,0.5625
bear,134,0.013763418186879317,0.2908285489916326,0.4925373134328358
sideways,245,-0.3720057589549435,-1.6143204130869069,0.46938775510204084
