regime,days,return,sharpe,win_rate
bull,352,2.7000863591970847,2.770794605071294,0.5511363636363636
bear,134,0.0717212926327555,0.6690437854177202,0.29850746268656714
sideways,245,-0.5457068267072542,-2.3821662350691097,0.4530612244897959
