regime,days,return,sharpe,win_rate
bull,352,2.7190611805673663,2.8573224043625522,0.5880681818181818
bear,134,0.26154296024264534,2.148868825322162,0.23880597014925373
sideways,245,-0.45913128104618217,-2.296450128625857,0.3224489795918367
