regime,days,return,sharpe,win_rate
bull,352,4.337300387259485,2.810410176367399,0.5880681818181818
bear,134,-0.049917954650141816,-0.17070775762091525,0.47761194029850745
sideways,245,-0.28445082162494106,-1.10646526659922,0.49387755102040815
