lookback,CAGR,Sharpe,Max Drawdown,Trades
15,0.1217170336205684,0.4897942178300046,-0.37805204350366095,65.5
20,0.23179826633768386,0.7229756817361351,-0.29256173296217314,43.5
30,0.21403810540665447,0.6825277443596707,-0.3173976157525661,35.5
45,0.2686609320514841,0.7908445237410723,-0.2883667401294243,29.0
60,0.19964009186280873,0.6545931405113077,-0.3151839655119093,23.5
90,0.6060652376074331,1.0934509393875185,-0.27572740562153986,12.5
