lookback,CAGR,Sharpe,Max Drawdown,Trades
20,-0.02896559588845582,0.2648033833354708,-0.6534557252319604,45.513492063492066
40,-0.13659930878807713,0.08739543770199186,-0.7105911555599149,24.043650793650794
55,-0.04324537030636422,0.22548247484499429,-0.6829884135220718,16.724603174603175
70,-0.04407235164906609,0.22616250138542582,-0.6734972153387594,14.157539682539683
90,0.026538224547158595,0.33301300518778437,-0.6079135240512015,12.31031746031746
120,0.1836220199317089,0.5812887408326057,-0.4642537292151455,9.991666666666667
