top_quantile,CAGR,Sharpe,Max Drawdown,Trades
0.05,0.20339276831091535,0.6311768352391536,-0.6039215444002719,75.0
0.1,0.20339276831091535,0.6311768352391536,-0.6039215444002719,75.0
0.2,0.30255073406594124,0.7214291183637738,-0.6205176393627795,64.0
