btc_ma,CAGR,Sharpe,Max Drawdown,Trades
100,0.14694844412248376,0.5264241284534946,-0.4276911148865168,52.66825396825397
150,0.22259245996234567,0.6515167401036289,-0.49189395501479904,50.7297619047619
200,0.010330394495764006,0.2879827043998433,-0.5842150593016878,54.62023809523809
250,-0.035925994401972416,0.2104853436237531,-0.581627432292353,64.775
300,-0.02207348042800128,0.23893097385830137,-0.5990530151244046,65.07261904761904
