regime,days,return,sharpe,win_rate
bull,352,3.002123439360904,2.6310586715548157,0.53125
sideways,245,-0.672132768211865,-2.9852088082805213,0.35918367346938773
bear,134,-0.2220629542875312,-3.9262861812717635,0.0
