max_vol_rank,CAGR,Sharpe,Max Drawdown,Trades
0.4,0.4159174826715788,0.9700523576885148,-0.348724831447918,58.58333333333333
0.5,0.41178828454017014,0.9528825622405489,-0.3882833486982705,66.86666666666667
0.6,0.3419228266446581,0.8426782202489387,-0.38562956432961604,68.83333333333334
0.7,0.2194142846115441,0.6445546749152529,-0.3747054490548173,75.3642857142857
0.8,0.028382371155669883,0.31717700904644996,-0.5168905811310047,72.03214285714286
