regime,days,return,sharpe,win_rate
bull,352,4.366870076728979,2.2592028586222797,0.5227272727272727
bear,134,-0.2832895346456259,-1.1748919821434538,0.4701492537313433
sideways,245,-0.6234175830671866,-1.7373857783462576,0.46122448979591835
