lookback,CAGR,Sharpe,Max Drawdown,Trades
30,-0.07171879909369783,0.1983202465233703,-0.707205158343126,124.79246031746032
60,0.008457082503384727,0.3324200320365179,-0.591850546440835,84.25873015873016
90,-0.059989021909815254,0.1763536984569516,-0.6537217386075218,68.90595238095237
120,0.00751409844434292,0.31003689971634524,-0.4890424433773708,52.54642857142857
180,0.1479565348238916,0.5307355026334427,-0.4772628073973997,38.70515873015873
240,0.10293259340123373,0.465774923510795,-0.49290771686834156,28.26111111111111
