regime,days,return,sharpe,win_rate
bull,352,3.3776298049020497,2.784290693937536,0.5482954545454546
bear,134,-0.11944087726399755,-0.43372405486374044,0.291044776119403
sideways,245,-0.6138043475524588,-2.208778043804633,0.4489795918367347
