slow,CAGR,Sharpe,Max Drawdown,Trades
60,0.12650378735223056,0.4931831289657594,-0.4846456810956604,29.12420634920635
90,0.1717013383983439,0.564220387852287,-0.5000299650191267,19.076190476190476
120,0.21995375498579972,0.6321692788857161,-0.4565899953810715,16.659920634920635
150,0.08517424154686504,0.4344374059596935,-0.5689775402230184,16.187301587301583
180,0.2115793647097921,0.6187237391969711,-0.5001805333144753,14.388888888888888
240,0.15168554173134097,0.5352818161980232,-0.48845197962432985,13.335714285714285
