top_quantile,CAGR,Sharpe,Max Drawdown,Trades
0.1,0.6338068238811634,0.9817722252258168,-0.5616671423279618,40.0
0.15,0.18523576533222963,0.6102826456464816,-0.6119679308435335,31.5
0.2,0.18523576533222963,0.6102826456464816,-0.6119679308435335,31.5
0.25,0.07046771945480557,0.466097996955239,-0.5448266084810864,34.666666666666664
